ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
26836;ciprofloxacina;EXERTIAL 500;comp.ran.x 10;Baliarda;$ 16.956,41;60%;$ 6.782,56;$ 10.173,85;MEDIA
26837;ciprofloxacina;EXERTIAL 500;comp.ran.x 14;Baliarda;$ 21.867,69;60%;$ 8.747,08;$ 13.120,61;MEDIA
1152;citicolina;REAGIN 1000;1000 mg iny.a.x 1;Baliarda;$ 8.348,38;50%;$ 4.174,19;$ 4.174,19;MEDIA
8868;citicolina;REAGIN 250;250 mg comp.x 20;Baliarda;$ 25.766,94;50%;$ 12.883,47;$ 12.883,47;MEDIA
13117;citicolina;REAGIN 250;250 mg comp.x 30;Baliarda;$ 40.618,04;50%;$ 20.309,02;$ 20.309,02;MEDIA
1151;citicolina;REAGIN 500;500 mg iny.a.x 3;Baliarda;$ 14.158,14;50%;$ 7.079,07;$ 7.079,07;MEDIA
43257;citicolina;REAGIN 500;comp.rec.ran.x 20;Baliarda;$ 33.537,30;50%;$ 16.768,65;$ 16.768,65;MEDIA
1153;citicolina;REAGIN GOTAS;gts.x 30 ml;Baliarda;$ 23.067,00;50%;$ 11.533,50;$ 11.533,50;MEDIA
53810;citicolina;REAGIN 1000;sobres x 10;Baliarda;$ 51.288,63;50%;$ 25.644,32;$ 25.644,31;MEDIA
34551;claritromicina;CLARIBIOTIC U.D.;500 mg comp.lib.prol.x 4;Baliarda;$ 8.088,69;60%;$ 3.235,48;$ 4.853,21;MEDIA
34552;claritromicina;CLARIBIOTIC U.D.;500 mg comp.lib.prol.x 8;Baliarda;$ 15.808,03;60%;$ 6.323,21;$ 9.484,82;MEDIA
34566;claritromicina;CLARIBIOTIC 500;500 mg comp.rec.x 16;Baliarda;$ 27.970,76;60%;$ 11.188,30;$ 16.782,46;MEDIA
13126;clebopride+simeticona+asoc.;EUDON;comp.rec.x 30;Baliarda;$ 17.496,04;50%;$ 8.748,02;$ 8.748,02;MEDIA
14394;clebopride+simeticona+asoc.;EUDON;comp.rec.x 60;Baliarda;$ 31.168,69;50%;$ 15.584,35;$ 15.584,34;MEDIA
56204;clindamicina+ketoconazol;GINCLIN;�v.x 7;Baliarda;$ 18.422,63;50%;$ 9.211,32;$ 9.211,31;MEDIA
32233;clonazepam;CLONAGIN SL;0.25 mg comp.subl.x 15;Baliarda;$ 2.985,20;50%;$ 1.492,60;$ 1.492,60;MEDIA
32234;clonazepam;CLONAGIN SL;0.25 mg comp.subl.x 30;Baliarda;$ 5.214,19;50%;$ 2.607,10;$ 2.607,09;MEDIA
28459;clonazepam;CLONAGIN 0.25;0.25 mg comp.x 60;Baliarda;$ 5.288,08;50%;$ 2.644,04;$ 2.644,04;MEDIA
22283;clonazepam;CLONAGIN 0.5;0.5 mg comp.x 30;Baliarda;$ 8.817,47;50%;$ 4.408,74;$ 4.408,73;MEDIA
33009;clonazepam;CLONAGIN 0.5;0.5 mg comp.x 50;Baliarda;$ 11.268,38;50%;$ 5.634,19;$ 5.634,19;MEDIA
22284;clonazepam;CLONAGIN 0.5;0.5 mg comp.x 60;Baliarda;$ 14.021,85;50%;$ 7.010,93;$ 7.010,92;MEDIA
25917;clonazepam;CLONAGIN 1;1 mg comp.x 30;Baliarda;$ 8.898,00;50%;$ 4.449,00;$ 4.449,00;MEDIA
25919;clonazepam;CLONAGIN 1;1 mg comp.x 60;Baliarda;$ 14.068,41;50%;$ 7.034,21;$ 7.034,20;MEDIA
22285;clonazepam;CLONAGIN 2;2 mg comp.x 30;Baliarda;$ 10.107,81;80%;$ 2.021,56;$ 8.086,25;ALTA
33008;clonazepam;CLONAGIN 2;2 mg comp.x 50;Baliarda;$ 13.163,70;80%;$ 2.632,74;$ 10.530,96;ALTA
22286;clonazepam;CLONAGIN 2;2 mg comp.x 60;Baliarda;$ 14.074,74;80%;$ 2.814,95;$ 11.259,79;ALTA
30537;clonazepam;CLONAGIN;gts.x 20 ml;Baliarda;$ 9.083,66;50%;$ 4.541,83;$ 4.541,83;MEDIA
46130;clopidogrel;CLODREL;75 mg comp.rec.x 15;Baliarda;$ 15.933,25;50%;$ 7.966,63;$ 7.966,62;MEDIA
46131;clopidogrel;CLODREL;75 mg comp.rec.x 30;Baliarda;$ 54.700,67;50%;$ 27.350,34;$ 27.350,33;MEDIA
60630;dapagliflozina;DAPAX;10 mg comp.rec.x 30;Baliarda;$ 61.861,72;100%;$ 0,00;$ 61.861,72;ALTA
60629;dapagliflozina;DAPAX;5 mg comp.rec.x 30;Baliarda;$ 40.902,52;100%;$ 0,00;$ 40.902,52;ALTA
44663;darifenacina;CONTINEX;15 mg comp.lib.prol.x 30;Baliarda;$ 61.540,93;50%;$ 30.770,47;$ 30.770,46;MEDIA
44660;darifenacina;CONTINEX;7.5mg comp.lib.prol.x 15;Baliarda;$ 23.701,31;50%;$ 11.850,66;$ 11.850,65;MEDIA
44661;darifenacina;CONTINEX;7.5mg comp.lib.prol.x 30;Baliarda;$ 44.468,78;50%;$ 22.234,39;$ 22.234,39;MEDIA
46842;desloratadina+betametasona;HISTADICASONE;comp.rec.x 10;Baliarda;$ 10.696,25;40%;$ 6.417,75;$ 4.278,50;BAJA
46843;desloratadina+betametasona;HISTADICASONE;jbe.x 60 ml;Baliarda;$ 13.361,24;40%;$ 8.016,74;$ 5.344,50;BAJA
49726;desvenlafaxina;DROSIX;100mg comp.lib.prol.x 30;Baliarda;$ 47.251,61;50%;$ 23.625,81;$ 23.625,80;MEDIA
49725;desvenlafaxina;DROSIX;50 mg comp.lib.prol.x 30;Baliarda;$ 27.446,73;50%;$ 13.723,37;$ 13.723,36;MEDIA
53512;dexketoprofeno;IDOLGINA;25 mg comp.rec.ran.x 20;Baliarda;$ 15.131,23;50%;$ 7.565,62;$ 7.565,61;MEDIA
53513;dexketoprofeno;IDOLGINA;25 mg comp.rec.ran.x 40;Baliarda;$ 14.143,97;50%;$ 7.071,99;$ 7.071,98;MEDIA
32553;diclofenac pot�sico+paracetamol;XEDENOL GESIC;comp.rec.x 10;Baliarda;$ 8.306,73;40%;$ 4.984,04;$ 3.322,69;BAJA
32554;diclofenac pot�sico+paracetamol;XEDENOL GESIC;comp.rec.x 20;Baliarda;$ 16.567,11;40%;$ 9.940,27;$ 6.626,84;BAJA
42184;diclofenac s�dico;XEDENOL;100mgcomp.rec.lib.prox15;Baliarda;$ 17.496,04;40%;$ 10.497,62;$ 6.998,42;BAJA
25208;diclofenac s�dico;XEDENOL;50mgcomp.rec.gastror.x15;Baliarda;$ 7.251,87;40%;$ 4.351,12;$ 2.900,75;BAJA
25209;diclofenac s�dico;XEDENOL;50mgcomp.rec.gastror.x30;Baliarda;$ 11.112,59;40%;$ 6.667,55;$ 4.445,04;BAJA
25210;diclofenac s�dico;XEDENOL;75 mg comp.lib.prol.x 15;Baliarda;$ 16.702,98;40%;$ 10.021,79;$ 6.681,19;BAJA
25211;diclofenac s�dico;XEDENOL;75 mg comp.lib.prol.x 30;Baliarda;$ 34.285,23;40%;$ 20.571,14;$ 13.714,09;BAJA
25213;diclofenac+pridinol;XEDENOL FLEX;comp.rec.x 10;Baliarda;$ 10.983,92;40%;$ 6.590,35;$ 4.393,57;BAJA
25214;diclofenac+pridinol;XEDENOL FLEX;comp.rec.x 30;Baliarda;$ 25.829,97;40%;$ 15.497,98;$ 10.331,99;BAJA
47247;diclofenac+pridinol;XEDENOL FLEX CB;c�ps.bl.x 15;Baliarda;$ 18.855,54;40%;$ 11.313,32;$ 7.542,22;BAJA
47248;diclofenac+pridinol;XEDENOL FLEX CB;c�ps.bl.x 30;Baliarda;$ 35.128,21;40%;$ 21.076,93;$ 14.051,28;BAJA
49703;diclofenac+vit.b,complejo;NERVO XEDENOL;comp.rec.x 15;Baliarda;$ 20.336,65;40%;$ 12.201,99;$ 8.134,66;BAJA
46141;diclofenac+vit.b12+betametasona;XEDENOL B12;comp.rec.x 10;Baliarda;$ 13.798,81;40%;$ 8.279,29;$ 5.519,52;BAJA
25215;diclofenac+vit.b12+betametasona;XEDENOL B12;comp.rec.x 20;Baliarda;$ 26.883,08;40%;$ 16.129,85;$ 10.753,23;BAJA
38078;diclofenac+vit.b12+betametasona;XEDENOL B12;iny.a.x 3;Baliarda;$ 33.505,99;40%;$ 20.103,59;$ 13.402,40;BAJA
33064;donepecilo;ENDOCLAR;10 mg comp.rec.ran.x 30;Baliarda;$ 45.285,96;50%;$ 22.642,98;$ 22.642,98;MEDIA
33062;donepecilo;ENDOCLAR;5 mg comp.rec.x 30;Baliarda;$ 35.842,66;50%;$ 17.921,33;$ 17.921,33;MEDIA
58038;dutasteride+tamsulosina;PROSTOKLAR DUO;c�ps.lib.controlada x 30;Baliarda;$ 52.028,92;50%;$ 26.014,46;$ 26.014,46;MEDIA
35477;enalapril;MAXEN;10 mg comp.rec.ran.x 30;Baliarda;$ 8.305,54;80%;$ 1.661,11;$ 6.644,43;ALTA
35474;enalapril;MAXEN;10 mg comp.rec.ran.x 60;Baliarda;$ 15.756,50;80%;$ 3.151,30;$ 12.605,20;ALTA
35478;enalapril;MAXEN;20 mg comp.rec.ran.x 30;Baliarda;$ 9.722,30;80%;$ 1.944,46;$ 7.777,84;ALTA
35475;enalapril;MAXEN;20 mg comp.rec.ran.x 60;Baliarda;$ 19.421,25;80%;$ 3.884,25;$ 15.537,00;ALTA
35476;enalapril;MAXEN;5 mg comp.rec.ran.x 30;Baliarda;$ 5.527,74;80%;$ 1.105,55;$ 4.422,19;ALTA
35473;enalapril;MAXEN;5 mg comp.rec.ran.x 60;Baliarda;$ 11.120,55;80%;$ 2.224,11;$ 8.896,44;ALTA
39059;enalapril+hidroclorotiazida;MAXEN D;10 mg/25 mg comp.ran.x30;Baliarda;$ 10.337,05;80%;$ 2.067,41;$ 8.269,64;ALTA
1146;ergotamina+asoc.;MIKESAN;comp.x 10;Baliarda;$ 5.189,64;50%;$ 2.594,82;$ 2.594,82;MEDIA
14279;ergotamina+asoc.;MIKESAN;comp.x 30;Baliarda;$ 14.772,46;50%;$ 7.386,23;$ 7.386,23;MEDIA
47747;escitalopram;OPTISER 10;10 mg comp.rec.ran.x 15;Baliarda;$ 10.016,19;50%;$ 5.008,10;$ 5.008,09;MEDIA
47748;escitalopram;OPTISER 10;10 mg comp.rec.ran.x 30;Baliarda;$ 31.244,64;50%;$ 15.622,32;$ 15.622,32;MEDIA
47749;escitalopram;OPTISER 20;20 mg comp.rec.ran.x 15;Baliarda;$ 18.137,17;50%;$ 9.068,59;$ 9.068,58;MEDIA
47750;escitalopram;OPTISER 20;20 mg comp.rec.ran.x 30;Baliarda;$ 56.292,11;50%;$ 28.146,06;$ 28.146,05;MEDIA
37126;espironolactona;REDIUN-E 100;100 mg comp.birran.x 30;Baliarda;$ 11.928,21;50%;$ 5.964,11;$ 5.964,10;MEDIA
37124;espironolactona;REDIUN-E 25;25 mg comp.ran.x 30;Baliarda;$ 11.453,51;50%;$ 5.726,76;$ 5.726,75;MEDIA
37125;espironolactona;REDIUN-E 50;50 mg comp.ran.x 30;Baliarda;$ 11.761,42;50%;$ 5.880,71;$ 5.880,71;MEDIA
53632;etoricoxib;DOLOCOX;120 mg comp.rec.x 10;Baliarda;$ 17.475,31;50%;$ 8.737,66;$ 8.737,65;MEDIA
53629;etoricoxib;DOLOCOX;60 mg comp.rec.x 30;Baliarda;$ 30.851,14;50%;$ 15.425,57;$ 15.425,57;MEDIA
54131;etoricoxib;DOLOCOX;90 mg comp.rec.x 10;Baliarda;$ 16.573,45;50%;$ 8.286,73;$ 8.286,72;MEDIA
53631;etoricoxib;DOLOCOX;90 mg comp.rec.x 30;Baliarda;$ 39.857,10;50%;$ 19.928,55;$ 19.928,55;MEDIA
56964;fenof�brico,�c.;MAGNOFEN TAB;105 mg comp.x 30;Baliarda;$ 34.474,74;60%;$ 13.789,90;$ 20.684,84;MEDIA
50527;fenof�brico,�c.;MAGNOFEN;135 mg c�ps.lib.prol.x30;Baliarda;$ 34.144,76;60%;$ 13.657,90;$ 20.486,86;MEDIA
50526;fenof�brico,�c.;MAGNOFEN;45 mg c�ps.lib.prol.x 30;Baliarda;$ 28.948,62;60%;$ 11.579,45;$ 17.369,17;MEDIA
44554;fluconazol;FLUCOGINKAN;150 mg comp.ran.x 1;Baliarda;$ 7.548,07;50%;$ 3.774,04;$ 3.774,03;MEDIA
42033;fluconazol;FLUCOGINKAN;150 mg comp.ran.x 2;Baliarda;$ 13.893,83;50%;$ 6.946,92;$ 6.946,91;MEDIA
42034;fluconazol;FLUCOGINKAN;150 mg comp.ran.x 4;Baliarda;$ 22.649,32;50%;$ 11.324,66;$ 11.324,66;MEDIA
34555;f�lico,�c.;COFLIC;1 mg comp.ran.x 30;Baliarda;$ 6.076,37;50%;$ 3.038,19;$ 3.038,18;MEDIA
34557;f�lico,�c.;COFLIC;10 mg comp.ran.x 30;Baliarda;$ 8.757,93;50%;$ 4.378,97;$ 4.378,96;MEDIA
34556;f�lico,�c.;COFLIC;5 mg comp.ran.x 30;Baliarda;$ 7.926,22;50%;$ 3.963,11;$ 3.963,11;MEDIA
43085;gentamicina+clotrimazol+betamet.;DICASONE COMPLEX;crema x 10 g;Baliarda;$ 11.260,09;40%;$ 6.756,05;$ 4.504,04;BAJA
42328;glimepiride;GLIMEPLIC;2 mg comp.ran.x 30;Baliarda;$ 5.199,23;100%;$ 0,00;$ 5.199,23;ALTA
42330;glimepiride;GLIMEPLIC;4 mg comp.ran.x 30;Baliarda;$ 9.663,70;100%;$ 0,00;$ 9.663,70;ALTA
18260;glucosamina;BALIARTRIN;comp.rec.x 60;Baliarda;$ 36.392,94;40%;$ 21.835,76;$ 14.557,18;BAJA
27335;glucosamina;BALIARTRIN;gran.sobres x 30;Baliarda;$ 49.581,51;40%;$ 29.748,91;$ 19.832,60;BAJA
43256;glucosamina,pot�sica;BALIARTRIN POTASICO;gran.sobres x 30;Baliarda;$ 50.988,57;40%;$ 30.593,14;$ 20.395,43;BAJA
52315;hierro+vit.b12+f�lico,�c.;HEMOVIT;comp.rec.x 30;Baliarda;$ 24.268,99;50%;$ 12.134,50;$ 12.134,49;MEDIA
52316;hierro+vit.b12+f�lico,�c.;HEMOVIT;comp.rec.x 60;Baliarda;$ 38.511,48;50%;$ 19.255,74;$ 19.255,74;MEDIA
40584;ibandr�nico,�c.;BANTUC;150 mg comp.rec.x 1;Baliarda;$ 30.930,97;50%;$ 15.465,49;$ 15.465,48;MEDIA
44569;ibandr�nico,�c.;BANTUC;150 mg comp.rec.x 2;Baliarda;$ 50.113,22;50%;$ 25.056,61;$ 25.056,61;MEDIA
44574;ibandr�nico,�c.+asoc.;BANTUC MAX;150mg comp.x 1+ comp.x30;Baliarda;$ 40.673,69;50%;$ 20.336,85;$ 20.336,84;MEDIA
49707;lacosamida;COMIL 100;100 mg comp.rec.x 30;Baliarda;$ 91.834,35;50%;$ 45.917,18;$ 45.917,17;MEDIA
49708;lacosamida;COMIL 150;150 mg comp.rec.x 30;Baliarda;$ 124.697,84;50%;$ 62.348,92;$ 62.348,92;MEDIA
49709;lacosamida;COMIL 200;200 mg comp.rec.x 30;Baliarda;$ 165.665,56;50%;$ 82.832,78;$ 82.832,78;MEDIA
49706;lacosamida;COMIL 50;50 mg comp.rec.x 30;Baliarda;$ 43.204,41;50%;$ 21.602,21;$ 21.602,20;MEDIA
39062;lamotrigina;LATRIGIN 100;comp.disper.ran.x 30;Baliarda;$ 37.042,49;60%;$ 14.817,00;$ 22.225,49;MEDIA
39061;lamotrigina;LATRIGIN 50;comp.disper.ran.x 30;Baliarda;$ 22.358,77;60%;$ 8.943,51;$ 13.415,26;MEDIA
39063;lamotrigina;LATRIGIN 200;comp.disper.ran.x 30;Baliarda;$ 60.642,82;60%;$ 24.257,13;$ 36.385,69;MEDIA
39060;lamotrigina;LATRIGIN 25;comp.disper.ran.x 30;Baliarda;$ 14.293,72;60%;$ 5.717,49;$ 8.576,23;MEDIA
48462;levetiracetam;LEVECOM 1000;1000mg comp.rec.ran.x 30;Baliarda;$ 130.942,15;50%;$ 65.471,08;$ 65.471,07;MEDIA
53811;levetiracetam;LEVECOM 1000;1000mg comp.rec.ran.x 60;Baliarda;$ 182.301,15;50%;$ 91.150,58;$ 91.150,57;MEDIA
48526;levetiracetam;LEVECOM XR 500;500 mg comp.lib.prol.x30;Baliarda;$ 67.577,83;50%;$ 33.788,92;$ 33.788,91;MEDIA
48460;levetiracetam;LEVECOM 500;500 mg comp.rec.ran.x 20;Baliarda;$ 49.230,03;50%;$ 24.615,02;$ 24.615,01;MEDIA
52492;levetiracetam;LEVECOM 500;500 mg comp.rec.ran.x 30;Baliarda;$ 65.520,29;50%;$ 32.760,15;$ 32.760,14;MEDIA
48461;levetiracetam;LEVECOM 500;500 mg comp.rec.ran.x 60;Baliarda;$ 120.455,24;50%;$ 60.227,62;$ 60.227,62;MEDIA
48527;levetiracetam;LEVECOM XR 750;750 mg comp.lib.prol.x30;Baliarda;$ 97.713,37;50%;$ 48.856,69;$ 48.856,68;MEDIA
53812;levetiracetam;LEVECOM SOLUCI�N;sol.oral x 300 ml;Baliarda;$ 138.216,26;50%;$ 69.108,13;$ 69.108,13;MEDIA
39463;levofloxacina;VALIFLOX 500;500 mg comp.rec.ran.x 7;Baliarda;$ 14.817,33;60%;$ 5.926,93;$ 8.890,40;MEDIA
41665;levofloxacina;VALIFLOX 750;750 mg comp.rec.ran.x 5;Baliarda;$ 16.531,11;60%;$ 6.612,44;$ 9.918,67;MEDIA
1810;lidoca�na+hidrocortisona+asoc.;PROCTO-IKATRAL;pda.x 10 g;Baliarda;$ 9.639,89;50%;$ 4.819,95;$ 4.819,94;MEDIA
38346;meloxicam;MIOLOX;15 mg comp.ran.x 10;Baliarda;$ 8.623,20;40%;$ 5.173,92;$ 3.449,28;BAJA
38348;meloxicam;MIOLOX;15 mg comp.ran.x 30;Baliarda;$ 21.735,79;40%;$ 13.041,47;$ 8.694,32;BAJA
22885;memantine;NEUROPLUS;10 mg comp.rec.ran.x 20;Baliarda;$ 24.116,58;50%;$ 12.058,29;$ 12.058,29;MEDIA
45221;memantine;NEUROPLUS;10 mg comp.rec.ran.x 30;Baliarda;$ 33.858,51;50%;$ 16.929,26;$ 16.929,25;MEDIA
22886;memantine;NEUROPLUS;10 mg comp.rec.ran.x 40;Baliarda;$ 47.713,84;50%;$ 23.856,92;$ 23.856,92;MEDIA
50569;memantine;NEUROPLUS;10 mg comp.rec.ran.x 60;Baliarda;$ 60.119,99;50%;$ 30.060,00;$ 30.059,99;MEDIA
51634;memantine;NEUROPLUS XR;14mg comp.rec.lib.pr.x30;Baliarda;$ 40.114,65;50%;$ 20.057,33;$ 20.057,32;MEDIA
43871;memantine;NEUROPLUS;20 mg comp.rec.ran.x 30;Baliarda;$ 44.340,48;50%;$ 22.170,24;$ 22.170,24;MEDIA
51635;memantine;NEUROPLUS XR;21mg comp.rec.lib.pr.x30;Baliarda;$ 46.549,96;50%;$ 23.274,98;$ 23.274,98;MEDIA
51636;memantine;NEUROPLUS XR;28mg comp.rec.lib.pr.x30;Baliarda;$ 55.054,49;50%;$ 27.527,25;$ 27.527,24;MEDIA
51633;memantine;NEUROPLUS XR;7mg comp.rec.lib.pro.x30;Baliarda;$ 23.090,09;50%;$ 11.545,05;$ 11.545,04;MEDIA
26166;memantine;NEUROPLUS;sol.oral x 30 ml;Baliarda;$ 29.206,32;50%;$ 14.603,16;$ 14.603,16;MEDIA
54542;memantine+donepecilo;ENDOCLAR PLUS;14/10mg comp.lib.prolx30;Baliarda;$ 67.008,66;50%;$ 33.504,33;$ 33.504,33;MEDIA
47099;memantine+donepecilo;NEUROPLUS DUAL;20/10mg comp.x 60(30+30);Baliarda;$ 66.057,20;50%;$ 33.028,60;$ 33.028,60;MEDIA
47098;memantine+donepecilo;NEUROPLUS DUAL;20/5 mg comp.x 60(30+30);Baliarda;$ 59.080,75;50%;$ 29.540,38;$ 29.540,37;MEDIA
54543;memantine+donepecilo;ENDOCLAR PLUS;28/10mg comp.lib.prolx30;Baliarda;$ 71.205,79;50%;$ 35.602,90;$ 35.602,89;MEDIA
39460;metformina;BALIGLUC AP 1000;1000 mg comp.rec.AP x 30;Baliarda;$ 15.355,62;100%;$ 0,00;$ 15.355,62;ALTA
37028;metformina;BALIGLUC 500;500 mg comp.rec.ran.x 30;Baliarda;$ 5.198,58;100%;$ 0,00;$ 5.198,58;ALTA
37030;metformina;BALIGLUC AP 850;850 mg comp.rec.AP x 30;Baliarda;$ 11.502,66;100%;$ 0,00;$ 11.502,66;ALTA
23574;metronidazol;GINKAN 500;comp.rec.x 20;Baliarda;$ 12.577,83;50%;$ 6.288,92;$ 6.288,91;MEDIA
23573;metronidazol;GINKAN 500;comp.rec.x 8;Baliarda;$ 5.488,32;50%;$ 2.744,16;$ 2.744,16;MEDIA
18899;miconazol+metronidazol+asoc.;GINKAN;ov.x 12;Baliarda;$ 30.292,80;40%;$ 18.175,68;$ 12.117,12;BAJA
18898;miconazol+metronidazol+asoc.;GINKAN;ov.x 6;Baliarda;$ 18.193,61;40%;$ 10.916,17;$ 7.277,44;BAJA
52551;nebivolol;NIDIB;10 mg comp.birran.x 28;Baliarda;$ 32.104,24;50%;$ 16.052,12;$ 16.052,12;MEDIA
57848;nebivolol;NIDIB;10 mg comp.birran.x 30;Baliarda;$ 30.767,25;50%;$ 15.383,63;$ 15.383,62;MEDIA
48494;nebivolol;NIDIB;5 mg comp.birran.x 28;Baliarda;$ 17.070,34;50%;$ 8.535,17;$ 8.535,17;MEDIA
57847;nebivolol;NIDIB;5 mg comp.birran.x 30;Baliarda;$ 16.210,79;50%;$ 8.105,40;$ 8.105,39;MEDIA
10331;neomicina+asoc.;CLEVOSAN;pda.x 10 g;Baliarda;$ 10.400,60;50%;$ 5.200,30;$ 5.200,30;MEDIA
10332;neomicina+asoc.;CLEVOSAN;pda.x 30 g;Baliarda;$ 23.103,59;50%;$ 11.551,80;$ 11.551,79;MEDIA
13261;neomicina+asoc.;CLEVOSAN;pda.x 60 g;Baliarda;$ 32.163,74;50%;$ 16.081,87;$ 16.081,87;MEDIA
14395;nimodipina+citicolina;NIMOREAGIN;comp.rec.x 30;Baliarda;$ 24.504,86;50%;$ 12.252,43;$ 12.252,43;MEDIA
14396;nimodipina+citicolina;NIMOREAGIN;comp.rec.x 60;Baliarda;$ 43.345,11;50%;$ 21.672,56;$ 21.672,55;MEDIA
32555;pantoprazol;PANTUS IV;40 mg IV f.a.liof.x 1;Baliarda;$ 46.549,42;40%;$ 27.929,65;$ 18.619,77;BAJA
30536;paroxetina;MEPLAR 10;10 mg comp.rec.x 30;Baliarda;$ 15.981,78;50%;$ 7.990,89;$ 7.990,89;MEDIA
50811;paroxetina;MEPLAR LC 12.5;12.5mg comp.lib.cont.x30;Baliarda;$ 28.318,96;50%;$ 14.159,48;$ 14.159,48;MEDIA
28816;paroxetina;MEPLAR 20;20 mg comp.rec.x 10;Baliarda;$ 7.917,11;50%;$ 3.958,56;$ 3.958,55;MEDIA
29376;paroxetina;MEPLAR 20;20 mg comp.rec.x 30;Baliarda;$ 37.013,20;50%;$ 18.506,60;$ 18.506,60;MEDIA
34581;paroxetina;MEPLAR LC 25;25 mg comp.lib.cont.x 30;Baliarda;$ 31.294,32;50%;$ 15.647,16;$ 15.647,16;MEDIA
43481;paroxetina;MEPLAR 30;30 mg comp.rec.ran.x 30;Baliarda;$ 38.874,98;50%;$ 19.437,49;$ 19.437,49;MEDIA
41432;pramipexol;NULIPAR;0.25 mg comp.ran.x 30;Baliarda;$ 13.734,30;50%;$ 6.867,15;$ 6.867,15;MEDIA
60122;pramipexol;NULIPAR;0.25 mg comp.ran.x 60;Baliarda;$ 29.259,30;50%;$ 14.629,65;$ 14.629,65;MEDIA
49023;pramipexol;NULIPAR LP;0.375mg comp.lib.prolx10;Baliarda;$ 7.792,44;50%;$ 3.896,22;$ 3.896,22;MEDIA
47914;pramipexol;NULIPAR;0.5 mg comp.ran.x 30;Baliarda;$ 27.453,56;50%;$ 13.726,78;$ 13.726,78;MEDIA
49024;pramipexol;NULIPAR LP;0.75mg comp.lib.prol.x30;Baliarda;$ 39.113,75;50%;$ 19.556,88;$ 19.556,87;MEDIA
41433;pramipexol;NULIPAR;1 mg comp.ran.x 30;Baliarda;$ 53.073,95;50%;$ 26.536,98;$ 26.536,97;MEDIA
41434;pramipexol;NULIPAR;1 mg comp.ran.x 60;Baliarda;$ 98.661,20;50%;$ 49.330,60;$ 49.330,60;MEDIA
49025;pramipexol;NULIPAR LP;1.5 mg comp.lib.prol.x30;Baliarda;$ 72.358,67;50%;$ 36.179,34;$ 36.179,33;MEDIA
49026;pramipexol;NULIPAR LP;3 mg comp.lib.prol.x 30;Baliarda;$ 144.721,55;50%;$ 72.360,78;$ 72.360,77;MEDIA
44331;pregabalina;LINPREL 150;150 mg c�ps.x 28;Baliarda;$ 53.858,93;50%;$ 26.929,47;$ 26.929,46;MEDIA
51587;pregabalina;LINPREL 150;150 mg c�ps.x 30;Baliarda;$ 50.701,61;50%;$ 25.350,81;$ 25.350,80;MEDIA
46714;pregabalina;LINPREL 25;25 mg c�ps.x 28;Baliarda;$ 10.910,51;50%;$ 5.455,26;$ 5.455,25;MEDIA
44332;pregabalina;LINPREL 300;300 mg c�ps.x 28;Baliarda;$ 74.228,53;50%;$ 37.114,27;$ 37.114,26;MEDIA
51588;pregabalina;LINPREL 300;300 mg c�ps.x 30;Baliarda;$ 68.234,59;50%;$ 34.117,30;$ 34.117,29;MEDIA
51769;pregabalina;LINPREL 50;50 mg c�ps.x 28;Baliarda;$ 21.169,90;50%;$ 10.584,95;$ 10.584,95;MEDIA
49510;pregabalina;LINPREL MULTIDOSIS;75 mg comp.birran.x 15;Baliarda;$ 10.181,68;50%;$ 5.090,84;$ 5.090,84;MEDIA
49511;pregabalina;LINPREL MULTIDOSIS;75 mg comp.birran.x 30;Baliarda;$ 35.563,55;50%;$ 17.781,78;$ 17.781,77;MEDIA
44330;pregabalina;LINPREL 75;75 mg c�ps.x 28;Baliarda;$ 34.128,83;50%;$ 17.064,42;$ 17.064,41;MEDIA
51586;pregabalina;LINPREL 75;75 mg c�ps.x 30;Baliarda;$ 34.512,79;50%;$ 17.256,40;$ 17.256,39;MEDIA
40587;quetiapina;BIATRIX 100;100 mg comp.rec.ran.x 30;Baliarda;$ 80.852,33;50%;$ 40.426,17;$ 40.426,16;MEDIA
49714;quetiapina;BIATRIX 100;100 mg comp.rec.ran.x 60;Baliarda;$ 125.931,61;50%;$ 62.965,81;$ 62.965,80;MEDIA
40588;quetiapina;BIATRIX 200;200 mg comp.rec.ran.x 30;Baliarda;$ 99.984,03;50%;$ 49.992,02;$ 49.992,01;MEDIA
49715;quetiapina;BIATRIX 200;200 mg comp.rec.ran.x 60;Baliarda;$ 162.893,45;50%;$ 81.446,73;$ 81.446,72;MEDIA
45223;quetiapina;BIATRIX XR 200;200mg comp.lib.prol.x 30;Baliarda;$ 100.107,83;50%;$ 50.053,92;$ 50.053,91;MEDIA
40585;quetiapina;BIATRIX 25;25 mg comp.rec.ran.x 10;Baliarda;$ 8.859,64;50%;$ 4.429,82;$ 4.429,82;MEDIA
40586;quetiapina;BIATRIX 25;25 mg comp.rec.ran.x 30;Baliarda;$ 47.690,57;50%;$ 23.845,29;$ 23.845,28;MEDIA
49713;quetiapina;BIATRIX 25;25 mg comp.rec.ran.x 60;Baliarda;$ 75.824,23;50%;$ 37.912,12;$ 37.912,11;MEDIA
