ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
15822;ketoconazol;KETOCONAZOL FABRA;200 mg comp.x 20;Fabra;$ 21.600,00;40%;$ 12.960,00;$ 8.640,00;BAJA
20202;ketorolac;KETOROLAC FABRA;10 mg comp.x 20;Fabra;$ 8.774,07;50%;$ 4.387,04;$ 4.387,03;MEDIA
20203;ketorolac;KETOROLAC FABRA;20 mg comp.x 20;Fabra;$ 16.720,77;50%;$ 8.360,39;$ 8.360,38;MEDIA
28040;levotiroxina;LEVOTIROXINA FABRA 100;0.10 mg comp.x 50;Fabra;$ 10.580,99;80%;$ 2.116,20;$ 8.464,79;ALTA
20401;loperamida;LOPERAMIDA FABRA;comp.x 10;Fabra;$ 5.464,74;50%;$ 2.732,37;$ 2.732,37;MEDIA
42993;losart�n;CORTICOSAN;50 mg comp.x 30;Fabra;$ 22.420,09;80%;$ 4.484,02;$ 17.936,07;ALTA
15823;mebendazol;MEBENDAZOL FABRA;100 mg comp.x 6;Fabra;$ 5.309,49;50%;$ 2.654,75;$ 2.654,74;MEDIA
30667;mebendazol;MEBENDAZOL FABRA;500 mg comp.x 6;Fabra;$ 9.397,06;50%;$ 4.698,53;$ 4.698,53;MEDIA
27361;metoclopramida;PRIMAVERA-N;ad.gts.x 20 ml;Fabra;$ 7.496,99;50%;$ 3.748,50;$ 3.748,49;MEDIA
24443;metronidazol;METRONIDAZOL FABRA;125 mg/5 ml susp.x 120ml;Fabra;$ 9.813,77;50%;$ 4.906,89;$ 4.906,88;MEDIA
14653;metronidazol;METRONIDAZOL FABRA;500 mg comp.x 20;Fabra;$ 15.809,83;50%;$ 7.904,92;$ 7.904,91;MEDIA
15350;norfloxacina;NORFLOXACINA FABRA;400 mg comp.x 20;Fabra;$ 21.540,86;60%;$ 8.616,34;$ 12.924,52;MEDIA
20153;penicilina g benzat�nica;PENICILINA G BENZATINICA;1200000 UI f.a.x 1;Fabra;$ 10.433,72;60%;$ 4.173,49;$ 6.260,23;MEDIA
20152;penicilina g benzat�nica;PENICILINA G BENZATINICA;2400000 UI f.a.x 1;Fabra;$ 17.271,72;60%;$ 6.908,69;$ 10.363,03;MEDIA
3308;piroxicam;BENISAN;comp.x 20;Fabra;$ 7.823,29;50%;$ 3.911,65;$ 3.911,64;MEDIA
3310;piroxicam+vit.b12;BUTA RUT B12;comp.x 20;Fabra;$ 21.889,42;50%;$ 10.944,71;$ 10.944,71;MEDIA
35307;risperidona;RISPERIDONA FABRA;1 mg comp.x 20;Fabra;$ 12.550,56;50%;$ 6.275,28;$ 6.275,28;MEDIA
35309;risperidona;RISPERIDONA FABRA;2 mg comp.x 20;Fabra;$ 25.796,56;50%;$ 12.898,28;$ 12.898,28;MEDIA
19840;salbutamol;SALBUTAMOL FABRA;0.5% gts.x 20 ml;Fabra;$ 8.706,52;80%;$ 1.741,30;$ 6.965,22;ALTA
43837;simvastatin;SIMVASTATINA FABRA;10 mg comp.x 30;Fabra;$ 18.850,82;80%;$ 3.770,16;$ 15.080,66;ALTA
43838;simvastatin;SIMVASTATINA FABRA;20 mg comp.x 30;Fabra;$ 24.280,53;80%;$ 4.856,11;$ 19.424,42;ALTA
14645;sulfametoxazol+trimetoprima;ADRENOL;comp.x 10;Fabra;$ 12.179,37;60%;$ 4.871,75;$ 7.307,62;MEDIA
14647;sulfametoxazol+trimetoprima;ADRENOL;jbe.x 100 ml;Fabra;$ 12.649,32;60%;$ 5.059,73;$ 7.589,59;MEDIA
14402;sultamicilina;AMPIGEN SB;375 mg comp.x 8;Fabra;$ 653,70;60%;$ 261,48;$ 392,22;MEDIA
15836;vancomicina;VANCOMICINA FABRA;1000 mg iny.f.a.x 1;Fabra;$ 35.527,21;60%;$ 14.210,88;$ 21.316,33;MEDIA
15835;vancomicina;VANCOMICINA FABRA;500 mg iny.f.a.x 1;Fabra;$ 19.647,87;60%;$ 7.859,15;$ 11.788,72;MEDIA
49757;vit.b,complejo;LISINFOS;comp.x 30;Fabra;$ 20.208,00;40%;$ 12.124,80;$ 8.083,20;BAJA
18919;clorhexidina;FADA CLORHEXIDINA;jab.liq.x12x500ml c/dsif;Fada Pharma;$ 5.426,11;50%;$ 2.713,06;$ 2.713,05;MEDIA
52011;amlodipina;BRANCILINA;10 mg comp.x 30;Fecofar;$ 20.067,82;60%;$ 8.027,13;$ 12.040,69;MEDIA
52012;amlodipina;BRANCILINA;5 mg comp.x 30;Fecofar;$ 10.896,89;60%;$ 4.358,76;$ 6.538,13;MEDIA
43508;amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 120 ml;Fecofar;$ 138,59;50%;$ 69,30;$ 69,29;MEDIA
14156;amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 60 ml;Fecofar;$ 354,15;60%;$ 141,66;$ 212,49;MEDIA
15586;amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 90 ml;Fecofar;$ 6.920,10;60%;$ 2.768,04;$ 4.152,06;MEDIA
14155;amoxicilina;AMOXICILINA FECOFAR;500 mg comp.x 16;Fecofar;$ 5.091,91;60%;$ 2.036,76;$ 3.055,15;MEDIA
14154;amoxicilina;AMOXICILINA FECOFAR;500 mg comp.x 8;Fecofar;$ 2.931,75;60%;$ 1.172,70;$ 1.759,05;MEDIA
42582;amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 120 ml;Fecofar;$ 10.449,90;60%;$ 4.179,96;$ 6.269,94;MEDIA
15587;amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 60 ml;Fecofar;$ 5.290,04;60%;$ 2.116,02;$ 3.174,02;MEDIA
15588;amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 90 ml;Fecofar;$ 8.391,23;60%;$ 3.356,49;$ 5.034,74;MEDIA
42566;amoxicilina;AMOXICILINA FECOFAR DUO;750 mg jbe.x 70 ml;Fecofar;$ 9.759,17;60%;$ 3.903,67;$ 5.855,50;MEDIA
43507;amoxicilina;AMOXICILINA FECOFAR DUO;875 mg comp.x 14;Fecofar;$ 8.596,11;60%;$ 3.438,44;$ 5.157,67;MEDIA
45795;amoxicilina+clavul�nico,�c.;PLENOBIOTIC DUO;comp.x 14;Fecofar;$ 19.254,62;60%;$ 7.701,85;$ 11.552,77;MEDIA
45794;amoxicilina+clavul�nico,�c.;PLENOBIOTIC DUO;susp.x 70 ml;Fecofar;$ 400,00;60%;$ 160,00;$ 240,00;MEDIA
44745;atorvastat�n;LIPOKEMIA 10;10 mg comp.x 30;Fecofar;$ 27.972,07;80%;$ 5.594,41;$ 22.377,66;ALTA
44746;atorvastat�n;LIPOKEMIA 20;20 mg comp.x 30;Fecofar;$ 47.939,75;80%;$ 9.587,95;$ 38.351,80;ALTA
54526;atorvastat�n+ezetimibe;LIPOKEMIA PLUS 10/10;10/10 mg comp.x 30;Fecofar;$ 31.656,15;50%;$ 15.828,08;$ 15.828,07;MEDIA
54527;atorvastat�n+ezetimibe;LIPOKEMIA PLUS 20/10;20/10 mg comp.x 30;Fecofar;$ 43.726,57;50%;$ 21.863,29;$ 21.863,28;MEDIA
14157;betametasona+gentamic.+miconazol;DERMOSONA FECOFAR;cr.x 20 g;Fecofar;$ 10.354,80;40%;$ 6.212,88;$ 4.141,92;BAJA
56570;bisoprolol;BISOFEC 10;10 mg comp.x 30;Fecofar;$ 16.816,18;60%;$ 6.726,47;$ 10.089,71;MEDIA
56568;bisoprolol;BISOFEC 2.5;2.5 mg comp.x 30;Fecofar;$ 7.176,92;60%;$ 2.870,77;$ 4.306,15;MEDIA
56569;bisoprolol;BISOFEC 5;5 mg comp.x 30;Fecofar;$ 13.135,07;60%;$ 5.254,03;$ 7.881,04;MEDIA
57801;bisoprolol+hidroclorotiazida;BISOFEC D;comp.x 30;Fecofar;$ 15.655,86;50%;$ 7.827,93;$ 7.827,93;MEDIA
49989;bromhexina+asoc.;DUFLEGRIP PLUS;comp.x 20;Fecofar;$ 6.396,34;50%;$ 3.198,17;$ 3.198,17;MEDIA
33488;cefalexina;CEFALEXINA FECOFAR;500 mg comp.x 16;Fecofar;$ 9.879,79;60%;$ 3.951,92;$ 5.927,87;MEDIA
33487;cefalexina;CEFALEXINA FECOFAR;500 mg comp.x 8;Fecofar;$ 5.226,23;60%;$ 2.090,49;$ 3.135,74;MEDIA
33485;cefalexina;CEFALEXINA FECOFAR;500 mg susp.x 60 ml;Fecofar;$ 7.987,32;60%;$ 3.194,93;$ 4.792,39;MEDIA
33486;cefalexina;CEFALEXINA FECOFAR;500 mg susp.x 90 ml;Fecofar;$ 10.870,65;60%;$ 4.348,26;$ 6.522,39;MEDIA
46277;ciprofloxacina;SEPTOCORT;500 mg comp.x 10;Fecofar;$ 15.155,08;60%;$ 6.062,03;$ 9.093,05;MEDIA
56680;claritromicina;NEUMODRYL;500 mg comp.x 16;Fecofar;$ 25.025,88;60%;$ 10.010,35;$ 15.015,53;MEDIA
35669;clofedianol+bromhexina;PECTORAL HEBERT N.F.;jbe.x 100 ml;Fecofar;$ 7.800,54;50%;$ 3.900,27;$ 3.900,27;MEDIA
13429;clofedianol+bromhexina;PECTORAL HEBERT PEDIATRICO;jbe.x 100 ml;Fecofar;$ 7.800,54;50%;$ 3.900,27;$ 3.900,27;MEDIA
50444;clopidogrel;TRIUROL;75 mg comp.x 30;Fecofar;$ 45.491,41;50%;$ 22.745,71;$ 22.745,70;MEDIA
3524;clorfeniramina;ALERGITRAT;comp.x 20;Fecofar;$ 6.075,65;50%;$ 3.037,83;$ 3.037,82;MEDIA
3525;clorfeniramina;ALERGITRAT;jbe.x 120 ml;Fecofar;$ 6.075,65;50%;$ 3.037,83;$ 3.037,82;MEDIA
3539;dexametasona;DEXAMETASONA FECOFAR;comp.x 20;Fecofar;$ 6.148,24;50%;$ 3.074,12;$ 3.074,12;MEDIA
53342;dexametasona;DEXAMETASONA FECOFAR;comp.x 30;Fecofar;$ 8.502,11;50%;$ 4.251,06;$ 4.251,05;MEDIA
38098;diclofenac dietilamina;IGLODINE GEL;gel x 50 g;Fecofar;$ 7.835,02;40%;$ 4.701,01;$ 3.134,01;BAJA
52671;diclofenac s�dico;IGLODINE 75;75 mg comp.rec.x 15;Fecofar;$ 9.381,88;40%;$ 5.629,13;$ 3.752,75;BAJA
38097;diclofenac s�dico;IGLODINE 75;75 mg comp.rec.x 30;Fecofar;$ 16.148,57;40%;$ 9.689,14;$ 6.459,43;BAJA
52670;diclofenac+pridinol;IGLODINE FLEX;comp.x 15;Fecofar;$ 7.722,99;40%;$ 4.633,79;$ 3.089,20;BAJA
38100;diclofenac+pridinol;IGLODINE FLEX;comp.x 30;Fecofar;$ 12.888,41;40%;$ 7.733,05;$ 5.155,36;BAJA
47402;ftalilsulfatiazol+asoc.;LEFANTERIL;comp.x 20;Fecofar;$ 6.873,92;50%;$ 3.436,96;$ 3.436,96;MEDIA
3546;furosemida;FUROSEMIDA FECOFAR;comp.x 30;Fecofar;$ 10.858,23;80%;$ 2.171,65;$ 8.686,58;ALTA
45392;furosemida;FUROSEMIDA FECOFAR;comp.x 50;Fecofar;$ 15.329,75;80%;$ 3.065,95;$ 12.263,80;ALTA
12833;ibuprofeno;IBUPROFENO FECOFAR;400 mg comp.x 20;Fecofar;$ 621,61;40%;$ 372,97;$ 248,64;BAJA
60719;ibuprofeno;IBUFEC 600;600 mg comp. x 10;Fecofar;$ 4.655,10;40%;$ 2.793,06;$ 1.862,04;BAJA
60720;ibuprofeno;IBUFEC 600;600 mg comp. x 20;Fecofar;$ 8.839,24;40%;$ 5.303,54;$ 3.535,70;BAJA
40445;ibuprofeno;IBUPROFENO 600 FECOFAR;600 mg comp.x 10;Fecofar;$ 788,39;40%;$ 473,03;$ 315,36;BAJA
40444;ibuprofeno;IBUPROFENO 600 FECOFAR;600 mg comp.x 20;Fecofar;$ 2.174,59;40%;$ 1.304,75;$ 869,84;BAJA
49036;ibuprofeno;IBUPROFENO FECOFAR 4%;susp.oral x 90 ml;Fecofar;$ 603,06;40%;$ 361,84;$ 241,22;BAJA
39131;ibuprofeno;IBUPROFENO FECOFAR;susp.oral x 90 ml;Fecofar;$ 579,96;40%;$ 347,98;$ 231,98;BAJA
43255;lidoca�na+hidrocortisona;MAGNAL;pda.x 20 g;Fecofar;$ 7.021,45;50%;$ 3.510,73;$ 3.510,72;MEDIA
45797;losart�n;ANTIPRESOL;100 mg comp.x 30;Fecofar;$ 24.154,80;80%;$ 4.830,96;$ 19.323,84;ALTA
45796;losart�n;ANTIPRESOL;50 mg comp.x 30;Fecofar;$ 19.707,69;80%;$ 3.941,54;$ 15.766,15;ALTA
54605;losart�n+hidroclorotiazida;ANTIPRESOL D;100/25 mg comp.x 30;Fecofar;$ 25.677,65;60%;$ 10.271,06;$ 15.406,59;MEDIA
54604;losart�n+hidroclorotiazida;ANTIPRESOL D;50/12.5 mg comp.x 30;Fecofar;$ 23.128,73;60%;$ 9.251,49;$ 13.877,24;MEDIA
49461;miconazol+metronidazol+asoc.;FENOGYNOL;�v.x 12;Fecofar;$ 25.162,48;40%;$ 15.097,49;$ 10.064,99;BAJA
49460;miconazol+metronidazol+asoc.;FENOGYNOL;�v.x 6;Fecofar;$ 13.862,53;40%;$ 8.317,52;$ 5.545,01;BAJA
3542;nafazolina+asoc.;DRYNISAN;sol.x 15 ml;Fecofar;$ 4.290,94;50%;$ 2.145,47;$ 2.145,47;MEDIA
13430;paracetamol;PARACETAMOL FECOFAR;gts.x 20 ml;Fecofar;$ 4.914,11;40%;$ 2.948,47;$ 1.965,64;BAJA
14158;paracetamol+clorfeniramina+asoc.;DUFLEGRIP;comp.x 20;Fecofar;$ 7.388,35;40%;$ 4.433,01;$ 2.955,34;BAJA
46978;paracetamol+clorfeniramina+asoc.;DUFLEGRIP;jbe.x 100 ml;Fecofar;$ 8.042,56;40%;$ 4.825,54;$ 3.217,02;BAJA
54606;rosuvastatina;ROSUFEC 10;10 mg comp.x 30;Fecofar;$ 17.528,37;50%;$ 8.764,19;$ 8.764,18;MEDIA
54607;rosuvastatina;ROSUFEC 20;20 mg comp.x 30;Fecofar;$ 30.879,96;50%;$ 15.439,98;$ 15.439,98;MEDIA
60718;rosuvastatina;ROSUFEC 40;40 mg comp.x 30;Fecofar;$ 52.527,71;50%;$ 26.263,86;$ 26.263,85;MEDIA
53770;tadalafilo;EQUITONE;20 mg comp.x 2;Fecofar;$ 16.638,50;50%;$ 8.319,25;$ 8.319,25;MEDIA
53769;tadalafilo;EQUITONE;5 mg comp.x 30;Fecofar;$ 71.978,54;50%;$ 35.989,27;$ 35.989,27;MEDIA
54528;tirotricina+benzoca�na;BUCASMOL A SPRAY BUCAL;env.x 45 ml;Fecofar;$ 4.824,47;50%;$ 2.412,24;$ 2.412,23;MEDIA
40932;tobramicina;BIDEON BIOTIC;colirio x 5 ml;Fecofar;$ 7.259,28;60%;$ 2.903,71;$ 4.355,57;MEDIA
40933;tobramicina+dexametasona;BIDEON BIOTIC PLUS;colirio x 5 ml;Fecofar;$ 7.971,03;50%;$ 3.985,52;$ 3.985,51;MEDIA
59384;valsart�n;VALSARFEC;160 mg comp.x 28;Fecofar;$ 28.561,82;60%;$ 11.424,73;$ 17.137,09;MEDIA
59385;valsart�n;VALSARFEC;320 mg comp.x 28;Fecofar;$ 30.704,90;60%;$ 12.281,96;$ 18.422,94;MEDIA
59383;valsart�n;VALSARFEC;80 mg comp.x 28;Fecofar;$ 22.120,09;60%;$ 8.848,04;$ 13.272,05;MEDIA
59422;valsart�n+hidroclorotiazida;VALSARFEC D;160/12.5 mg comp.x 28;Fecofar;$ 25.209,72;50%;$ 12.604,86;$ 12.604,86;MEDIA
59423;valsart�n+hidroclorotiazida;VALSARFEC D;160/25mg comp.x 28;Fecofar;$ 32.073,47;50%;$ 16.036,74;$ 16.036,73;MEDIA
59421;valsart�n+hidroclorotiazida;VALSARFEC D;80/12.5 mg comp.x 28;Fecofar;$ 22.612,72;50%;$ 11.306,36;$ 11.306,36;MEDIA
12634;estradiol;RONTAGEL;env.x 80 g;Ferring;$ 57.450,35;50%;$ 28.725,18;$ 28.725,17;MEDIA
9022;gonadotrofina cori�nica;GONACOR 5000;IM liof.f.a.x 1 +a.solv.;Ferring;$ 48.972,17;50%;$ 24.486,09;$ 24.486,08;MEDIA
47675;mesalazina;PENTASA;1 g comp.x 30;Ferring;$ 135.280,20;50%;$ 67.640,10;$ 67.640,10;MEDIA
47676;mesalazina;PENTASA;1 g comp.x 60;Ferring;$ 254.476,47;50%;$ 127.238,24;$ 127.238,23;MEDIA
23525;mesalazina;PENTASA ENEMA;1 g pomos x 7 x 100 ml;Ferring;$ 106.231,10;50%;$ 53.115,55;$ 53.115,55;MEDIA
34045;mesalazina;PENTASA;1 g sob.x 50;Ferring;$ 214.289,63;50%;$ 107.144,82;$ 107.144,81;MEDIA
18876;mesalazina;PENTASA;1 g sup.x 28;Ferring;$ 184.882,75;50%;$ 92.441,38;$ 92.441,37;MEDIA
43518;mesalazina;PENTASA;2 g sob.x 30;Ferring;$ 255.488,43;50%;$ 127.744,22;$ 127.744,21;MEDIA
55961;mesalazina;PENTASA;4 g sob.x 30;Ferring;$ 473.215,75;50%;$ 236.607,88;$ 236.607,87;MEDIA
18875;mesalazina;PENTASA;500 mg comp.x 100;Ferring;$ 213.864,17;50%;$ 106.932,09;$ 106.932,08;MEDIA
18874;mesalazina;PENTASA;500 mg comp.x 50;Ferring;$ 111.976,18;50%;$ 55.988,09;$ 55.988,09;MEDIA
22174;oxibutinina;OXIBUTININA FERRING;1 mg/ml jbe.x 200 ml;Ferring;$ 7.622,82;50%;$ 3.811,41;$ 3.811,41;MEDIA
22173;oxibutinina;OXIBUTININA FERRING;5 mg comp.x 20;Ferring;$ 3.832,21;50%;$ 1.916,11;$ 1.916,10;MEDIA
22159;oxibutinina;OXIBUTININA FERRING;5 mg comp.x 50;Ferring;$ 9.156,88;50%;$ 4.578,44;$ 4.578,44;MEDIA
14192;progesterona;UTROGESTAN;100 mg c�ps.x 30;Ferring;$ 36.282,31;50%;$ 18.141,16;$ 18.141,15;MEDIA
30542;progesterona;UTROGESTAN;200 mg c�ps.x 14;Ferring;$ 38.055,30;50%;$ 19.027,65;$ 19.027,65;MEDIA
44773;progesterona;UTROGESTAN;200 mg c�ps.x 28;Ferring;$ 74.209,26;50%;$ 37.104,63;$ 37.104,63;MEDIA
45216;progesterona;UTROGESTAN;200 mg c�ps.x 42;Ferring;$ 108.723,79;50%;$ 54.361,90;$ 54.361,89;MEDIA
20963;trh;TRH FERRING;200 mcg a.x 1 x 1 ml;Ferring;$ 26.003,82;50%;$ 13.001,91;$ 13.001,91;MEDIA
20305;aciclovir;ACICLOVIR FILAXIS;800 mg comp.x 20;Filaxis Farmac�;$ 1.274,56;60%;$ 509,82;$ 764,74;MEDIA
49456;acth;ACTHEL;200 UI iny.gel.f.a.;Filaxis Farmac�;$ 155.370,43;50%;$ 77.685,22;$ 77.685,21;MEDIA
49455;acth;ACTHEL;25 UI f.a+jga.+ag+solv.;Filaxis Farmac�;$ 76.196,89;50%;$ 38.098,45;$ 38.098,44;MEDIA
49454;acth;ACTHEL;40 UI gel f.a.+jga.+ag.;Filaxis Farmac�;$ 85.101,84;50%;$ 42.550,92;$ 42.550,92;MEDIA
21123;ganciclovir;GRINEVEL;500 mg a.x 1;Filaxis Farmac�;$ 895,92;60%;$ 358,37;$ 537,55;MEDIA
33612;alendronato;FINDECLIN;70 mg comp.x 4;Finadiet;$ 16.535,99;60%;$ 6.614,40;$ 9.921,59;MEDIA
33613;alendronato;FINDECLIN;70 mg comp.x 8;Finadiet;$ 25.214,26;60%;$ 10.085,70;$ 15.128,56;MEDIA
10185;ambroxol+paracetamol+asoc.;LETONDAL;comp.x 10;Finadiet;$ 8.156,96;40%;$ 4.894,18;$ 3.262,78;BAJA
34387;amlodipina;HIPERTENSAL;10 mg comp.x 30;Finadiet;$ 14.062,80;60%;$ 5.625,12;$ 8.437,68;MEDIA
34386;amlodipina;HIPERTENSAL;5 mg comp.x 30;Finadiet;$ 9.942,58;60%;$ 3.977,03;$ 5.965,55;MEDIA
30916;atorvastat�n;LIPAREX;10 mg comp.rec.x 30;Finadiet;$ 31.703,87;80%;$ 6.340,77;$ 25.363,10;ALTA
31795;atorvastat�n;LIPAREX;10 mg comp.rec.x 60;Finadiet;$ 54.147,67;80%;$ 10.829,53;$ 43.318,14;ALTA
30917;atorvastat�n;LIPAREX;20 mg comp.rec.x 30;Finadiet;$ 51.967,24;80%;$ 10.393,45;$ 41.573,79;ALTA
31796;atorvastat�n;LIPAREX;20 mg comp.rec.x 60;Finadiet;$ 91.884,72;80%;$ 18.376,94;$ 73.507,78;ALTA
35912;atorvastat�n;LIPAREX;40 mg comp.rec.x 30;Finadiet;$ 57.023,57;80%;$ 11.404,71;$ 45.618,86;ALTA
41557;atorvastat�n+ezetimibe;LIPAREX PLUS 10;10/10 mg comp.rec.x 30;Finadiet;$ 27.414,89;50%;$ 13.707,45;$ 13.707,44;MEDIA
41558;atorvastat�n+ezetimibe;LIPAREX PLUS 20;20/10 mg comp.rec.x 30;Finadiet;$ 38.219,25;50%;$ 19.109,63;$ 19.109,62;MEDIA
23427;beta-alanina+oxazepam;PAUSAFREN T;comp.x 40;Finadiet;$ 17.945,48;50%;$ 8.972,74;$ 8.972,74;MEDIA
3646;beta-sitosterol;PROSTACUR;comp.x 100;Finadiet;$ 27.918,48;50%;$ 13.959,24;$ 13.959,24;MEDIA
3645;beta-sitosterol;PROSTACUR;comp.x 50;Finadiet;$ 15.923,95;50%;$ 7.961,98;$ 7.961,97;MEDIA
15750;carisoprodol;LISTAFLEX;comp.x 20;Finadiet;$ 13.535,39;50%;$ 6.767,70;$ 6.767,69;MEDIA
49423;carisoprodol;LISTAFLEX;comp.x 30;Finadiet;$ 18.173,16;50%;$ 9.086,58;$ 9.086,58;MEDIA
39801;carisoprolol+paracetamol;LISTAFLEX FORTE;comp.x 20;Finadiet;$ 22.131,24;40%;$ 13.278,74;$ 8.852,50;BAJA
49425;carisoprolol+paracetamol;LISTAFLEX FORTE;comp.x 30;Finadiet;$ 32.299,38;40%;$ 19.379,63;$ 12.919,75;BAJA
3641;cinarizina;NATROPAS;75 mg comp.x 100;Finadiet;$ 10.914,83;50%;$ 5.457,42;$ 5.457,41;MEDIA
53418;ciprofloxacina;SELKET 500;500 mg comp.x 10;Finadiet;$ 15.358,41;60%;$ 6.143,36;$ 9.215,05;MEDIA
53419;ciprofloxacina;SELKET 500;500 mg comp.x 14;Finadiet;$ 20.640,44;60%;$ 8.256,18;$ 12.384,26;MEDIA
53420;ciprofloxacina;SELKET 500;500 mg comp.x 20;Finadiet;$ 28.110,94;60%;$ 11.244,38;$ 16.866,56;MEDIA
31818;clonazepam;INDUZEPAM;0.25 mg comp.x 30;Finadiet;$ 3.687,28;50%;$ 1.843,64;$ 1.843,64;MEDIA
31823;clonazepam;INDUZEPAM;0.25% sol.oral x 20 ml;Finadiet;$ 143,31;50%;$ 71,66;$ 71,65;MEDIA
31819;clonazepam;INDUZEPAM;0.50 mg comp.x 30;Finadiet;$ 5.763,68;50%;$ 2.881,84;$ 2.881,84;MEDIA
31820;clonazepam;INDUZEPAM;0.50 mg comp.x 50;Finadiet;$ 8.741,82;50%;$ 4.370,91;$ 4.370,91;MEDIA
31821;clonazepam;INDUZEPAM;2 mg comp.x 30;Finadiet;$ 7.326,88;80%;$ 1.465,38;$ 5.861,50;ALTA
31822;clonazepam;INDUZEPAM;2 mg comp.x 50;Finadiet;$ 10.809,95;80%;$ 2.161,99;$ 8.647,96;ALTA
3661;clorazepato dipot�sico;TENCILAN;10 mg comp.x 50;Finadiet;$ 9.433,79;50%;$ 4.716,90;$ 4.716,89;MEDIA
3659;clorazepato dipot�sico;TENCILAN;5 mg comp.x 50;Finadiet;$ 8.121,27;50%;$ 4.060,64;$ 4.060,63;MEDIA
54654;darifenacina;DARIFIN 15;15 mg comp.lib.prol.x 30;Finadiet;$ 51.190,20;50%;$ 25.595,10;$ 25.595,10;MEDIA
54653;darifenacina;DARIFIN 7.5;7.5 mg comp.lib.prol.x30;Finadiet;$ 36.779,08;50%;$ 18.389,54;$ 18.389,54;MEDIA
47722;dutasteride;LUDASTERIN;0.5 mg comp.x 30;Finadiet;$ 36.867,77;50%;$ 18.433,89;$ 18.433,88;MEDIA
57756;dutasteride;LUDASTERIN;0.5 mg comp.x 60;Finadiet;$ 66.361,76;50%;$ 33.180,88;$ 33.180,88;MEDIA
50138;dutasteride+tamsulosina;TANSILOPROST DUO;0.5/0.4 mg c�ps.x 30;Finadiet;$ 60.905,65;50%;$ 30.452,83;$ 30.452,82;MEDIA
58327;dutasteride+tamsulosina;TANSILOPROST DUO;0.5/0.4 mg c�ps.x 60;Finadiet;$ 109.629,78;50%;$ 54.814,89;$ 54.814,89;MEDIA
53836;etoricoxib;COX-QUIN;120 mg comp.rec.x 7;Finadiet;$ 12.296,53;50%;$ 6.148,27;$ 6.148,26;MEDIA
61145;etoricoxib;COX-QUIN;60 mg comp.rec.x 14;Finadiet;$ 15.996,45;50%;$ 7.998,23;$ 7.998,22;MEDIA
61146;etoricoxib;COX-QUIN;60 mg comp.rec.x 28;Finadiet;$ 29.454,71;50%;$ 14.727,36;$ 14.727,35;MEDIA
53833;etoricoxib;COX-QUIN;60 mg comp.rec.x 30;Finadiet;$ 28.997,72;50%;$ 14.498,86;$ 14.498,86;MEDIA
61147;etoricoxib;COX-QUIN;90 mg comp.rec.x 14;Finadiet;$ 23.760,21;50%;$ 11.880,11;$ 11.880,10;MEDIA
53834;etoricoxib;COX-QUIN;90 mg comp.rec.x 15;Finadiet;$ 23.404,93;50%;$ 11.702,47;$ 11.702,46;MEDIA
61148;etoricoxib;COX-QUIN;90 mg comp.rec.x 28;Finadiet;$ 38.134,86;50%;$ 19.067,43;$ 19.067,43;MEDIA
53835;etoricoxib;COX-QUIN;90 mg comp.rec.x 30;Finadiet;$ 38.299,64;50%;$ 19.149,82;$ 19.149,82;MEDIA
53421;fexofenadina;VAGRAN 120;120 mg comp.x 10;Finadiet;$ 9.597,73;50%;$ 4.798,87;$ 4.798,86;MEDIA
53422;fexofenadina;VAGRAN 120;120 mg comp.x 30;Finadiet;$ 23.868,95;50%;$ 11.934,48;$ 11.934,47;MEDIA
53423;fexofenadina;VAGRAN 180;180 mg comp.x 10;Finadiet;$ 17.672,30;50%;$ 8.836,15;$ 8.836,15;MEDIA
23124;finasteride;CAPILFOR;1 mg comp.x 30;Finadiet;$ 17.680,49;50%;$ 8.840,25;$ 8.840,24;MEDIA
14398;finasteride;FINASTERIN;comp.rec.x 30;Finadiet;$ 33.590,18;50%;$ 16.795,09;$ 16.795,09;MEDIA
57755;finasteride;FINASTERIN;comp.rec.x 60;Finadiet;$ 65.376,47;50%;$ 32.688,24;$ 32.688,23;MEDIA
45132;glic�ridos nat.+vit.a+vit.d;LUPAN;pomada d�rm.x 50 g;Finadiet;$ 28.795,16;40%;$ 17.277,10;$ 11.518,06;BAJA
44895;glic�ridos nat.+vit.a+vit.d;LUPAN;proctol.x 50 g (10 canu);Finadiet;$ 36.647,47;40%;$ 21.988,48;$ 14.658,99;BAJA
49411;hialuronato s�dico;CRUZAL 40;jga.prell.x 2 ml+aguja;Finadiet;$ 113.748,23;50%;$ 56.874,12;$ 56.874,11;MEDIA
49410;hialuronato s�dico;CRUZAL 20;jga.prell.x 2 ml+aguja;Finadiet;$ 74.466,33;50%;$ 37.233,17;$ 37.233,16;MEDIA
